nutrition_template_id,title,audience,diet_style,goal,meal_schedule,calorie_strategy,macro_strategy,hydration_strategy,foods_to_prioritize,foods_to_limit,allergen_flags,protein_guidance,recovery_food_notes,risk_notes,data_source_hint,created_version
NT0189,Pescatarian Teen Sport - 3 Meals 1 Snack,teen_13_17,pescatarian,teen_sport,3_meals_1_snack,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Prioritize whole-food protein. Children/teens should not be prompted to use protein powders; use caregiver and clinician/dietitian review for special diets.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0190,Pescatarian Teen Sport - 3 Meals 2 Snacks,teen_13_17,pescatarian,teen_sport,3_meals_2_snacks,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Prioritize whole-food protein. Children/teens should not be prompted to use protein powders; use caregiver and clinician/dietitian review for special diets.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0191,Pescatarian Recovery Day - 3 Meals,general_adult,pescatarian,recovery_day,3_meals,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0192,Pescatarian Recovery Day - 3 Meals 1 Snack,general_adult,pescatarian,recovery_day,3_meals_1_snack,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0193,Pescatarian Recovery Day - 3 Meals 2 Snacks,general_adult,pescatarian,recovery_day,3_meals_2_snacks,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0194,Pescatarian Recovery Day - Time Restricted 12 Hour Window Adult Only,general_adult,pescatarian,recovery_day,time_restricted_12_hour_window_adult_only,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0195,Pescatarian Recovery Day - Shift Worker Flexible,general_adult,pescatarian,recovery_day,shift_worker_flexible,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0196,Halal Friendly Weight Loss - 3 Meals,general_adult,halal_friendly,weight_loss,3_meals,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0197,Halal Friendly Weight Loss - 3 Meals 1 Snack,general_adult,halal_friendly,weight_loss,3_meals_1_snack,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0198,Halal Friendly Weight Loss - 3 Meals 2 Snacks,general_adult,halal_friendly,weight_loss,3_meals_2_snacks,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0199,Halal Friendly Weight Loss - Time Restricted 12 Hour Window Adult Only,general_adult,halal_friendly,weight_loss,time_restricted_12_hour_window_adult_only,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0200,Halal Friendly Weight Loss - Shift Worker Flexible,general_adult,halal_friendly,weight_loss,shift_worker_flexible,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0201,Halal Friendly Muscle Gain - 3 Meals,general_adult,halal_friendly,muscle_gain,3_meals,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0202,Halal Friendly Muscle Gain - 3 Meals 1 Snack,general_adult,halal_friendly,muscle_gain,3_meals_1_snack,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0203,Halal Friendly Muscle Gain - 3 Meals 2 Snacks,general_adult,halal_friendly,muscle_gain,3_meals_2_snacks,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0204,Halal Friendly Muscle Gain - Time Restricted 12 Hour Window Adult Only,general_adult,halal_friendly,muscle_gain,time_restricted_12_hour_window_adult_only,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0205,Halal Friendly Muscle Gain - Shift Worker Flexible,general_adult,halal_friendly,muscle_gain,shift_worker_flexible,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0206,Halal Friendly Maintenance - 3 Meals,general_adult,halal_friendly,maintenance,3_meals,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0207,Halal Friendly Maintenance - 3 Meals 1 Snack,general_adult,halal_friendly,maintenance,3_meals_1_snack,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0208,Halal Friendly Maintenance - 3 Meals 2 Snacks,general_adult,halal_friendly,maintenance,3_meals_2_snacks,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0209,Halal Friendly Maintenance - Time Restricted 12 Hour Window Adult Only,general_adult,halal_friendly,maintenance,time_restricted_12_hour_window_adult_only,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0210,Halal Friendly Maintenance - Shift Worker Flexible,general_adult,halal_friendly,maintenance,shift_worker_flexible,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0211,Halal Friendly Endurance - 3 Meals,general_adult,halal_friendly,endurance,3_meals,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
NT0212,Halal Friendly Endurance - 3 Meals 1 Snack,general_adult,halal_friendly,endurance,3_meals_1_snack,"calculate TDEE/BMR then adjust gently; no aggressive deficit for pregnancy, children or medical users","protein, carbohydrates and fats balanced around training/recovery; personalize by body size, goal, activity and medical review",water first; add electrolytes for long heat/sweat sessions where suitable,vegetables; fruit; legumes; whole grains where tolerated; lean proteins or diet-appropriate alternatives; healthy fats; calcium/iron/B12 sources where relevant,ultra-processed foods; excessive added sugar; alcohol; stimulant-heavy drinks; foods blocked by allergy/medical/religious preference,milk;egg;fish;shellfish;tree_nuts;peanuts;wheat;soy;sesame;sulfites,Use body-weight/goal-based protein targets only after profile setup; prioritize whole foods first.,"After hard training, pair carbohydrate + protein + fluids; for vegan/vegetarian, combine legumes/grains/soy/nuts/seeds and check B12/iron/calcium planning.","Pregnancy, baby, child, diabetes, kidney disease, eating disorders, allergies and medication interactions require qualified review. Carnivore/very restrictive diets need extra review for fiber/micronutrients.",Use USDA FoodData Central for nutrient values; use Open Food Facts for packaged barcode data with license/attribution handling.,v0.1-safe-seed-2026-06-11
