plan_day_id,plan_id,day_number,week_number,is_training_day,focus,session_summary,target_minutes,exercise_filter_tags,nutrition_focus,recovery_focus,created_version
PL0023-D023,PL0023,23,4,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,glutes;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0023-D024,PL0023,24,4,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",45,glutes;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0023-D025,PL0023,25,4,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",45,glutes;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0023-D026,PL0023,26,4,false,recovery,walk + mobility + hydration check,15,glutes;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0023-D027,PL0023,27,4,false,recovery,walk + mobility + hydration check,15,glutes;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0023-D028,PL0023,28,4,false,recovery,walk + mobility + hydration check,15,glutes;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0024-D001,PL0024,1,1,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",45,glutes;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0024-D002,PL0024,2,1,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",45,glutes;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0024-D003,PL0024,3,1,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,glutes;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0024-D004,PL0024,4,1,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",45,glutes;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0024-D005,PL0024,5,1,false,recovery,walk + mobility + hydration check,15,glutes;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0024-D006,PL0024,6,1,false,recovery,walk + mobility + hydration check,15,glutes;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0024-D007,PL0024,7,1,false,recovery,walk + mobility + hydration check,15,glutes;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0024-D008,PL0024,8,2,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,glutes;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0024-D009,PL0024,9,2,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",45,glutes;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0024-D010,PL0024,10,2,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",45,glutes;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0024-D011,PL0024,11,2,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",45,glutes;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0024-D012,PL0024,12,2,false,recovery,walk + mobility + hydration check,15,glutes;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0024-D013,PL0024,13,2,false,recovery,walk + mobility + hydration check,15,glutes;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0024-D014,PL0024,14,2,false,recovery,walk + mobility + hydration check,15,glutes;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0024-D015,PL0024,15,3,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",45,glutes;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0024-D016,PL0024,16,3,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",45,glutes;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0024-D017,PL0024,17,3,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",45,glutes;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0024-D018,PL0024,18,3,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,glutes;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0024-D019,PL0024,19,3,false,recovery,walk + mobility + hydration check,15,glutes;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0024-D020,PL0024,20,3,false,recovery,walk + mobility + hydration check,15,glutes;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0024-D021,PL0024,21,3,false,recovery,walk + mobility + hydration check,15,glutes;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0024-D022,PL0024,22,4,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",45,glutes;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0024-D023,PL0024,23,4,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,glutes;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0024-D024,PL0024,24,4,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",45,glutes;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0024-D025,PL0024,25,4,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",45,glutes;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0024-D026,PL0024,26,4,false,recovery,walk + mobility + hydration check,15,glutes;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0024-D027,PL0024,27,4,false,recovery,walk + mobility + hydration check,15,glutes;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0024-D028,PL0024,28,4,false,recovery,walk + mobility + hydration check,15,glutes;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0025-D001,PL0025,1,1,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",30,upper_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0025-D002,PL0025,2,1,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",30,upper_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0025-D003,PL0025,3,1,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",30,upper_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0025-D004,PL0025,4,1,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",30,upper_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0025-D005,PL0025,5,1,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0025-D006,PL0025,6,1,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0025-D007,PL0025,7,1,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0025-D008,PL0025,8,2,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",30,upper_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0025-D009,PL0025,9,2,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",30,upper_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0025-D010,PL0025,10,2,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",30,upper_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0025-D011,PL0025,11,2,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",30,upper_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0025-D012,PL0025,12,2,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0025-D013,PL0025,13,2,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0025-D014,PL0025,14,2,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0025-D015,PL0025,15,3,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",30,upper_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0025-D016,PL0025,16,3,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",30,upper_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0025-D017,PL0025,17,3,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",30,upper_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0025-D018,PL0025,18,3,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",30,upper_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0025-D019,PL0025,19,3,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0025-D020,PL0025,20,3,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0025-D021,PL0025,21,3,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0025-D022,PL0025,22,4,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",30,upper_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0025-D023,PL0025,23,4,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",30,upper_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0025-D024,PL0025,24,4,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",30,upper_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0025-D025,PL0025,25,4,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",30,upper_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0025-D026,PL0025,26,4,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0025-D027,PL0025,27,4,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0025-D028,PL0025,28,4,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0026-D001,PL0026,1,1,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",45,upper_body;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0026-D002,PL0026,2,1,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",45,upper_body;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0026-D003,PL0026,3,1,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,upper_body;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0026-D004,PL0026,4,1,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",45,upper_body;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0026-D005,PL0026,5,1,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0026-D006,PL0026,6,1,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0026-D007,PL0026,7,1,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0026-D008,PL0026,8,2,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,upper_body;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0026-D009,PL0026,9,2,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",45,upper_body;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0026-D010,PL0026,10,2,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",45,upper_body;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0026-D011,PL0026,11,2,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",45,upper_body;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0026-D012,PL0026,12,2,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0026-D013,PL0026,13,2,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0026-D014,PL0026,14,2,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0026-D015,PL0026,15,3,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",45,upper_body;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0026-D016,PL0026,16,3,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",45,upper_body;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0026-D017,PL0026,17,3,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",45,upper_body;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0026-D018,PL0026,18,3,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,upper_body;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0026-D019,PL0026,19,3,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0026-D020,PL0026,20,3,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0026-D021,PL0026,21,3,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0026-D022,PL0026,22,4,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",45,upper_body;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0026-D023,PL0026,23,4,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,upper_body;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0026-D024,PL0026,24,4,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",45,upper_body;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0026-D025,PL0026,25,4,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",45,upper_body;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0026-D026,PL0026,26,4,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0026-D027,PL0026,27,4,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0026-D028,PL0026,28,4,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;intermediate,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0027-D001,PL0027,1,1,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",45,upper_body;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0027-D002,PL0027,2,1,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",45,upper_body;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0027-D003,PL0027,3,1,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,upper_body;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0027-D004,PL0027,4,1,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",45,upper_body;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0027-D005,PL0027,5,1,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0027-D006,PL0027,6,1,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0027-D007,PL0027,7,1,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0027-D008,PL0027,8,2,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,upper_body;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0027-D009,PL0027,9,2,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",45,upper_body;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0027-D010,PL0027,10,2,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",45,upper_body;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0027-D011,PL0027,11,2,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",45,upper_body;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0027-D012,PL0027,12,2,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0027-D013,PL0027,13,2,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0027-D014,PL0027,14,2,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0027-D015,PL0027,15,3,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",45,upper_body;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0027-D016,PL0027,16,3,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",45,upper_body;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0027-D017,PL0027,17,3,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",45,upper_body;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0027-D018,PL0027,18,3,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,upper_body;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0027-D019,PL0027,19,3,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0027-D020,PL0027,20,3,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0027-D021,PL0027,21,3,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0027-D022,PL0027,22,4,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",45,upper_body;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0027-D023,PL0027,23,4,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",45,upper_body;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0027-D024,PL0027,24,4,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",45,upper_body;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0027-D025,PL0027,25,4,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",45,upper_body;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0027-D026,PL0027,26,4,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0027-D027,PL0027,27,4,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0027-D028,PL0027,28,4,false,recovery,walk + mobility + hydration check,15,upper_body;general_adult;advanced,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0028-D001,PL0028,1,1,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",30,lower_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0028-D002,PL0028,2,1,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",30,lower_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0028-D003,PL0028,3,1,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",30,lower_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0028-D004,PL0028,4,1,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",30,lower_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0028-D005,PL0028,5,1,false,recovery,walk + mobility + hydration check,15,lower_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0028-D006,PL0028,6,1,false,recovery,walk + mobility + hydration check,15,lower_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0028-D007,PL0028,7,1,false,recovery,walk + mobility + hydration check,15,lower_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0028-D008,PL0028,8,2,true,mobility_core,"mobility_core session with warm-up, main work, and cool-down",30,lower_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0028-D009,PL0028,9,2,true,upper_lower_split,"upper_lower_split session with warm-up, main work, and cool-down",30,lower_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0028-D010,PL0028,10,2,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",30,lower_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0028-D011,PL0028,11,2,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",30,lower_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0028-D012,PL0028,12,2,false,recovery,walk + mobility + hydration check,15,lower_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0028-D013,PL0028,13,2,false,recovery,walk + mobility + hydration check,15,lower_body;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
