title,variant,audience,sex_focus,age_min_months,age_max_years,pregnancy_trimester,postpartum_min_weeks,category,subcategory,goal_tags,level,intensity,equipment,location,primary_muscles,secondary_muscles,movement_pattern,setup,instructions,sets,reps_or_duration,rest_seconds,tempo,progression,regression,contraindications,safety_flags,medical_review_required,nutrition_pairing,recovery_notes,muscle_map_view,muscle_map_primary_layer_ids,image_asset_id,animation_keyframes,youtube_search_query,youtube_embed_url,source_policy,license_status,review_status,exercise_id,created_version,youtube_video_id,youtube_video_url,youtube_channel_id,youtube_channel_title,youtube_thumbnail_url,youtube_license_type,youtube_embeddable,youtube_syndicated,youtube_review_status,youtube_attribution_text,youtube_last_checked_at,video_usage_policy,ai_import_allowed,ai_import_safety_gate
Bodyweight Squat,Bodyweight,general_adult,unisex,216,64.0,not_applicable,not_applicable,strength,regular tempo,strength;fat_loss;muscle;mobility;health,beginner,low,none,home,quads,glutes;hamstrings;core,squat,Prepare none and choose a space where the movement can be done without obstacles.,"Set up for squat with none; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Increase load only when all reps are smooth and you can repeat the quality next session.",2-3 sets,8-12 reps,60-90,controlled,"Add 1 rep per set, add one set, reduce assistance, or add 2.5-5% load only after two clean sessions.","Reduce range, slow down, use support, remove load, or switch to a simpler related pattern.","avoid pain, dizziness, numbness, joint instability, uncontrolled symptoms, or form breakdown",adult_content;form_first;progress_gradually,False,protein + carbohydrate meal within normal daily needs; hydrate,Pair with mobility for the primary muscles and avoid repeating high intensity on the same muscle group on consecutive days.,front_back,quads,quads,start setup | controlled squat lowering | stable end range | return to start,Bodyweight Squat exercise demonstration Creative Commons safe form,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_coach_review,EX00001,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Pause Dumbbells Chest Press,Pause,general_adult,unisex,216,64.0,not_applicable,not_applicable,strength,pause strength,strength;fat_loss;muscle;mobility;health,intermediate,moderate,dumbbells,office,chest,triceps;shoulders,horizontal_push,Prepare dumbbells and choose a space where the movement can be done without obstacles.,"Set up for chest press with dumbbells; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Increase load only when all reps are smooth and you can repeat the quality next session.",3-4 sets,6-12 reps,60-120,controlled,"Add 1 rep per set, add one set, reduce assistance, or add 2.5-5% load only after two clean sessions.","Reduce range, slow down, use support, remove load, or switch to a simpler related pattern.","avoid pain, dizziness, numbness, joint instability, uncontrolled symptoms, or form breakdown",adult_content;form_first;progress_gradually,False,protein + carbohydrate meal within normal daily needs; hydrate,Pair with mobility for the primary muscles and avoid repeating high intensity on the same muscle group on consecutive days.,front_back,chest,chest,start setup | controlled horizontal_push lowering | stable end range | return to start,Pause Dumbbells Chest Press exercise demonstration Creative Commons safe form,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_coach_review,EX01270,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Pause Dumbbells Chest Press,Pause,general_adult,unisex,216,64.0,not_applicable,not_applicable,strength,pause strength,strength;fat_loss;muscle;mobility;health,advanced,high,dumbbells,gym,chest,triceps;shoulders,horizontal_push,Prepare dumbbells and choose a space where the movement can be done without obstacles.,"Set up for chest press with dumbbells; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Increase load only when all reps are smooth and you can repeat the quality next session.",4-5 sets,4-10 reps,90-180,controlled,"Add 1 rep per set, add one set, reduce assistance, or add 2.5-5% load only after two clean sessions.","Reduce range, slow down, use support, remove load, or switch to a simpler related pattern.","advanced only; not for injury, pregnancy, children, beginners, or pain states",adult_content;form_first;progress_gradually,False,protein + carbohydrate meal within normal daily needs; hydrate,Pair with mobility for the primary muscles and avoid repeating high intensity on the same muscle group on consecutive days.,front_back,chest,chest,start setup | controlled horizontal_push lowering | stable end range | return to start,Pause Dumbbells Chest Press exercise demonstration Creative Commons safe form,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_coach_review,EX01271,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Pause Dumbbells Chest Press,Pause,general_adult,unisex,216,64.0,not_applicable,not_applicable,strength,pause strength,strength;fat_loss;muscle;mobility;health,expert,very_high,dumbbells,travel,chest,triceps;shoulders,horizontal_push,Prepare dumbbells and choose a space where the movement can be done without obstacles.,"Set up for chest press with dumbbells; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Increase load only when all reps are smooth and you can repeat the quality next session.",4-6 sets,3-8 reps,120-240,controlled,"Add 1 rep per set, add one set, reduce assistance, or add 2.5-5% load only after two clean sessions.","Reduce range, slow down, use support, remove load, or switch to a simpler related pattern.","advanced only; not for injury, pregnancy, children, beginners, or pain states",adult_content;form_first;progress_gradually,False,protein + carbohydrate meal within normal daily needs; hydrate,Pair with mobility for the primary muscles and avoid repeating high intensity on the same muscle group on consecutive days.,front_back,chest,chest,start setup | controlled horizontal_push lowering | stable end range | return to start,Pause Dumbbells Chest Press exercise demonstration Creative Commons safe form,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_coach_review,EX01272,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Range Builder Dumbbells Chest Press,Range Builder,general_adult,unisex,216,64.0,not_applicable,not_applicable,strength,mobility strength,strength;fat_loss;muscle;mobility;health,beginner,low,dumbbells,office,chest,triceps;shoulders,horizontal_push,Prepare dumbbells and choose a space where the movement can be done without obstacles.,"Set up for chest press with dumbbells; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Increase load only when all reps are smooth and you can repeat the quality next session.",2-3 sets,8-12 reps,60-90,controlled,"Add 1 rep per set, add one set, reduce assistance, or add 2.5-5% load only after two clean sessions.","Reduce range, slow down, use support, remove load, or switch to a simpler related pattern.","avoid pain, dizziness, numbness, joint instability, uncontrolled symptoms, or form breakdown",adult_content;form_first;progress_gradually,False,protein + carbohydrate meal within normal daily needs; hydrate,Pair with mobility for the primary muscles and avoid repeating high intensity on the same muscle group on consecutive days.,front_back,chest,chest,start setup | controlled horizontal_push lowering | stable end range | return to start,Range Builder Dumbbells Chest Press exercise demonstration Creative Commons safe form,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_coach_review,EX01273,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Range Builder Dumbbells Chest Press,Range Builder,general_adult,unisex,216,64.0,not_applicable,not_applicable,strength,mobility strength,strength;fat_loss;muscle;mobility;health,intermediate,moderate,dumbbells,home,chest,triceps;shoulders,horizontal_push,Prepare dumbbells and choose a space where the movement can be done without obstacles.,"Set up for chest press with dumbbells; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Increase load only when all reps are smooth and you can repeat the quality next session.",3-4 sets,6-12 reps,60-120,controlled,"Add 1 rep per set, add one set, reduce assistance, or add 2.5-5% load only after two clean sessions.","Reduce range, slow down, use support, remove load, or switch to a simpler related pattern.","avoid pain, dizziness, numbness, joint instability, uncontrolled symptoms, or form breakdown",adult_content;form_first;progress_gradually,False,protein + carbohydrate meal within normal daily needs; hydrate,Pair with mobility for the primary muscles and avoid repeating high intensity on the same muscle group on consecutive days.,front_back,chest,chest,start setup | controlled horizontal_push lowering | stable end range | return to start,Range Builder Dumbbells Chest Press exercise demonstration Creative Commons safe form,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_coach_review,EX01274,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Range Builder Dumbbells Chest Press,Range Builder,general_adult,unisex,216,64.0,not_applicable,not_applicable,strength,mobility strength,strength;fat_loss;muscle;mobility;health,advanced,high,dumbbells,gym,chest,triceps;shoulders,horizontal_push,Prepare dumbbells and choose a space where the movement can be done without obstacles.,"Set up for chest press with dumbbells; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Increase load only when all reps are smooth and you can repeat the quality next session.",4-5 sets,4-10 reps,90-180,controlled,"Add 1 rep per set, add one set, reduce assistance, or add 2.5-5% load only after two clean sessions.","Reduce range, slow down, use support, remove load, or switch to a simpler related pattern.","advanced only; not for injury, pregnancy, children, beginners, or pain states",adult_content;form_first;progress_gradually,False,protein + carbohydrate meal within normal daily needs; hydrate,Pair with mobility for the primary muscles and avoid repeating high intensity on the same muscle group on consecutive days.,front_back,chest,chest,start setup | controlled horizontal_push lowering | stable end range | return to start,Range Builder Dumbbells Chest Press exercise demonstration Creative Commons safe form,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_coach_review,EX01275,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Range Builder Dumbbells Chest Press,Range Builder,general_adult,unisex,216,64.0,not_applicable,not_applicable,strength,mobility strength,strength;fat_loss;muscle;mobility;health,expert,very_high,dumbbells,office,chest,triceps;shoulders,horizontal_push,Prepare dumbbells and choose a space where the movement can be done without obstacles.,"Set up for chest press with dumbbells; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Increase load only when all reps are smooth and you can repeat the quality next session.",4-6 sets,3-8 reps,120-240,controlled,"Add 1 rep per set, add one set, reduce assistance, or add 2.5-5% load only after two clean sessions.","Reduce range, slow down, use support, remove load, or switch to a simpler related pattern.","advanced only; not for injury, pregnancy, children, beginners, or pain states",adult_content;form_first;progress_gradually,False,protein + carbohydrate meal within normal daily needs; hydrate,Pair with mobility for the primary muscles and avoid repeating high intensity on the same muscle group on consecutive days.,front_back,chest,chest,start setup | controlled horizontal_push lowering | stable end range | return to start,Range Builder Dumbbells Chest Press exercise demonstration Creative Commons safe form,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_coach_review,EX01276,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Power Dumbbells Chest Press,Power,general_adult,unisex,216,64.0,not_applicable,not_applicable,strength,power,strength;fat_loss;muscle;mobility;health,beginner,low,dumbbells,home,chest,triceps;shoulders,horizontal_push,Prepare dumbbells and choose a space where the movement can be done without obstacles.,"Set up for chest press with dumbbells; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Increase load only when all reps are smooth and you can repeat the quality next session.",2-3 sets,8-12 reps,60-90,controlled,"Add 1 rep per set, add one set, reduce assistance, or add 2.5-5% load only after two clean sessions.","Reduce range, slow down, use support, remove load, or switch to a simpler related pattern.","avoid pain, dizziness, numbness, joint instability, uncontrolled symptoms, or form breakdown",adult_content;form_first;progress_gradually,False,protein + carbohydrate meal within normal daily needs; hydrate,Pair with mobility for the primary muscles and avoid repeating high intensity on the same muscle group on consecutive days.,front_back,chest,chest,start setup | controlled horizontal_push lowering | stable end range | return to start,Power Dumbbells Chest Press exercise demonstration Creative Commons safe form,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_coach_review,EX01277,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Power Dumbbells Chest Press,Power,general_adult,unisex,216,64.0,not_applicable,not_applicable,strength,power,strength;fat_loss;muscle;mobility;health,intermediate,moderate,dumbbells,gym,chest,triceps;shoulders,horizontal_push,Prepare dumbbells and choose a space where the movement can be done without obstacles.,"Set up for chest press with dumbbells; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Increase load only when all reps are smooth and you can repeat the quality next session.",3-4 sets,6-12 reps,60-120,controlled,"Add 1 rep per set, add one set, reduce assistance, or add 2.5-5% load only after two clean sessions.","Reduce range, slow down, use support, remove load, or switch to a simpler related pattern.","avoid pain, dizziness, numbness, joint instability, uncontrolled symptoms, or form breakdown",adult_content;form_first;progress_gradually,False,protein + carbohydrate meal within normal daily needs; hydrate,Pair with mobility for the primary muscles and avoid repeating high intensity on the same muscle group on consecutive days.,front_back,chest,chest,start setup | controlled horizontal_push lowering | stable end range | return to start,Power Dumbbells Chest Press exercise demonstration Creative Commons safe form,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_coach_review,EX01278,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Power Dumbbells Chest Press,Power,general_adult,unisex,216,64.0,not_applicable,not_applicable,strength,power,strength;fat_loss;muscle;mobility;health,advanced,high,dumbbells,outdoor,chest,triceps;shoulders,horizontal_push,Prepare dumbbells and choose a space where the movement can be done without obstacles.,"Set up for chest press with dumbbells; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Increase load only when all reps are smooth and you can repeat the quality next session.",4-5 sets,4-10 reps,90-180,controlled,"Add 1 rep per set, add one set, reduce assistance, or add 2.5-5% load only after two clean sessions.","Reduce range, slow down, use support, remove load, or switch to a simpler related pattern.","advanced only; not for injury, pregnancy, children, beginners, or pain states",adult_content;form_first;progress_gradually,False,protein + carbohydrate meal within normal daily needs; hydrate,Pair with mobility for the primary muscles and avoid repeating high intensity on the same muscle group on consecutive days.,front_back,chest,chest,start setup | controlled horizontal_push lowering | stable end range | return to start,Power Dumbbells Chest Press exercise demonstration Creative Commons safe form,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_coach_review,EX01279,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Power Dumbbells Chest Press,Power,general_adult,unisex,216,64.0,not_applicable,not_applicable,strength,power,strength;fat_loss;muscle;mobility;health,expert,very_high,dumbbells,travel,chest,triceps;shoulders,horizontal_push,Prepare dumbbells and choose a space where the movement can be done without obstacles.,"Set up for chest press with dumbbells; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Increase load only when all reps are smooth and you can repeat the quality next session.",4-6 sets,3-8 reps,120-240,controlled,"Add 1 rep per set, add one set, reduce assistance, or add 2.5-5% load only after two clean sessions.","Reduce range, slow down, use support, remove load, or switch to a simpler related pattern.","advanced only; not for injury, pregnancy, children, beginners, or pain states",adult_content;form_first;progress_gradually,False,protein + carbohydrate meal within normal daily needs; hydrate,Pair with mobility for the primary muscles and avoid repeating high intensity on the same muscle group on consecutive days.,front_back,chest,chest,start setup | controlled horizontal_push lowering | stable end range | return to start,Power Dumbbells Chest Press exercise demonstration Creative Commons safe form,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_coach_review,EX01280,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Isometric Dumbbells Chest Press,Isometric,general_adult,unisex,216,64.0,not_applicable,not_applicable,strength,isometric,strength;fat_loss;muscle;mobility;health,beginner,low,dumbbells,home,chest,triceps;shoulders,horizontal_push,Prepare dumbbells and choose a space where the movement can be done without obstacles.,"Set up for chest press with dumbbells; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Increase load only when all reps are smooth and you can repeat the quality next session.",2-3 sets,8-12 reps,60-90,controlled,"Add 1 rep per set, add one set, reduce assistance, or add 2.5-5% load only after two clean sessions.","Reduce range, slow down, use support, remove load, or switch to a simpler related pattern.","avoid pain, dizziness, numbness, joint instability, uncontrolled symptoms, or form breakdown",adult_content;form_first;progress_gradually,False,protein + carbohydrate meal within normal daily needs; hydrate,Pair with mobility for the primary muscles and avoid repeating high intensity on the same muscle group on consecutive days.,front_back,chest,chest,start setup | controlled horizontal_push lowering | stable end range | return to start,Isometric Dumbbells Chest Press exercise demonstration Creative Commons safe form,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_coach_review,EX01281,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Isometric Dumbbells Chest Press,Isometric,general_adult,unisex,216,64.0,not_applicable,not_applicable,strength,isometric,strength;fat_loss;muscle;mobility;health,intermediate,moderate,dumbbells,home,chest,triceps;shoulders,horizontal_push,Prepare dumbbells and choose a space where the movement can be done without obstacles.,"Set up for chest press with dumbbells; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Increase load only when all reps are smooth and you can repeat the quality next session.",3-4 sets,6-12 reps,60-120,controlled,"Add 1 rep per set, add one set, reduce assistance, or add 2.5-5% load only after two clean sessions.","Reduce range, slow down, use support, remove load, or switch to a simpler related pattern.","avoid pain, dizziness, numbness, joint instability, uncontrolled symptoms, or form breakdown",adult_content;form_first;progress_gradually,False,protein + carbohydrate meal within normal daily needs; hydrate,Pair with mobility for the primary muscles and avoid repeating high intensity on the same muscle group on consecutive days.,front_back,chest,chest,start setup | controlled horizontal_push lowering | stable end range | return to start,Isometric Dumbbells Chest Press exercise demonstration Creative Commons safe form,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_coach_review,EX01282,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Isometric Dumbbells Chest Press,Isometric,general_adult,unisex,216,64.0,not_applicable,not_applicable,strength,isometric,strength;fat_loss;muscle;mobility;health,advanced,high,dumbbells,outdoor,chest,triceps;shoulders,horizontal_push,Prepare dumbbells and choose a space where the movement can be done without obstacles.,"Set up for chest press with dumbbells; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Increase load only when all reps are smooth and you can repeat the quality next session.",4-5 sets,4-10 reps,90-180,controlled,"Add 1 rep per set, add one set, reduce assistance, or add 2.5-5% load only after two clean sessions.","Reduce range, slow down, use support, remove load, or switch to a simpler related pattern.","advanced only; not for injury, pregnancy, children, beginners, or pain states",adult_content;form_first;progress_gradually,False,protein + carbohydrate meal within normal daily needs; hydrate,Pair with mobility for the primary muscles and avoid repeating high intensity on the same muscle group on consecutive days.,front_back,chest,chest,start setup | controlled horizontal_push lowering | stable end range | return to start,Isometric Dumbbells Chest Press exercise demonstration Creative Commons safe form,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_coach_review,EX01283,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Isometric Dumbbells Chest Press,Isometric,general_adult,unisex,216,64.0,not_applicable,not_applicable,strength,isometric,strength;fat_loss;muscle;mobility;health,expert,very_high,dumbbells,outdoor,chest,triceps;shoulders,horizontal_push,Prepare dumbbells and choose a space where the movement can be done without obstacles.,"Set up for chest press with dumbbells; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Increase load only when all reps are smooth and you can repeat the quality next session.",4-6 sets,3-8 reps,120-240,controlled,"Add 1 rep per set, add one set, reduce assistance, or add 2.5-5% load only after two clean sessions.","Reduce range, slow down, use support, remove load, or switch to a simpler related pattern.","advanced only; not for injury, pregnancy, children, beginners, or pain states",adult_content;form_first;progress_gradually,False,protein + carbohydrate meal within normal daily needs; hydrate,Pair with mobility for the primary muscles and avoid repeating high intensity on the same muscle group on consecutive days.,front_back,chest,chest,start setup | controlled horizontal_push lowering | stable end range | return to start,Isometric Dumbbells Chest Press exercise demonstration Creative Commons safe form,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_coach_review,EX01284,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Single Side Dumbbells Chest Press,Single Side,general_adult,unisex,216,64.0,not_applicable,not_applicable,strength,unilateral,strength;fat_loss;muscle;mobility;health,beginner,low,dumbbells,office,chest,triceps;shoulders,horizontal_push,Prepare dumbbells and choose a space where the movement can be done without obstacles.,"Set up for chest press with dumbbells; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Increase load only when all reps are smooth and you can repeat the quality next session.",2-3 sets,8-12 reps,60-90,controlled,"Add 1 rep per set, add one set, reduce assistance, or add 2.5-5% load only after two clean sessions.","Reduce range, slow down, use support, remove load, or switch to a simpler related pattern.","avoid pain, dizziness, numbness, joint instability, uncontrolled symptoms, or form breakdown",adult_content;form_first;progress_gradually,False,protein + carbohydrate meal within normal daily needs; hydrate,Pair with mobility for the primary muscles and avoid repeating high intensity on the same muscle group on consecutive days.,front_back,chest,chest,start setup | controlled horizontal_push lowering | stable end range | return to start,Single Side Dumbbells Chest Press exercise demonstration Creative Commons safe form,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_coach_review,EX01285,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Single Side Dumbbells Chest Press,Single Side,general_adult,unisex,216,64.0,not_applicable,not_applicable,strength,unilateral,strength;fat_loss;muscle;mobility;health,intermediate,moderate,dumbbells,travel,chest,triceps;shoulders,horizontal_push,Prepare dumbbells and choose a space where the movement can be done without obstacles.,"Set up for chest press with dumbbells; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Increase load only when all reps are smooth and you can repeat the quality next session.",3-4 sets,6-12 reps,60-120,controlled,"Add 1 rep per set, add one set, reduce assistance, or add 2.5-5% load only after two clean sessions.","Reduce range, slow down, use support, remove load, or switch to a simpler related pattern.","avoid pain, dizziness, numbness, joint instability, uncontrolled symptoms, or form breakdown",adult_content;form_first;progress_gradually,False,protein + carbohydrate meal within normal daily needs; hydrate,Pair with mobility for the primary muscles and avoid repeating high intensity on the same muscle group on consecutive days.,front_back,chest,chest,start setup | controlled horizontal_push lowering | stable end range | return to start,Single Side Dumbbells Chest Press exercise demonstration Creative Commons safe form,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_coach_review,EX01286,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Single Side Dumbbells Chest Press,Single Side,general_adult,unisex,216,64.0,not_applicable,not_applicable,strength,unilateral,strength;fat_loss;muscle;mobility;health,advanced,high,dumbbells,travel,chest,triceps;shoulders,horizontal_push,Prepare dumbbells and choose a space where the movement can be done without obstacles.,"Set up for chest press with dumbbells; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Increase load only when all reps are smooth and you can repeat the quality next session.",4-5 sets,4-10 reps,90-180,controlled,"Add 1 rep per set, add one set, reduce assistance, or add 2.5-5% load only after two clean sessions.","Reduce range, slow down, use support, remove load, or switch to a simpler related pattern.","advanced only; not for injury, pregnancy, children, beginners, or pain states",adult_content;form_first;progress_gradually,False,protein + carbohydrate meal within normal daily needs; hydrate,Pair with mobility for the primary muscles and avoid repeating high intensity on the same muscle group on consecutive days.,front_back,chest,chest,start setup | controlled horizontal_push lowering | stable end range | return to start,Single Side Dumbbells Chest Press exercise demonstration Creative Commons safe form,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_coach_review,EX01287,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Single Side Dumbbells Chest Press,Single Side,general_adult,unisex,216,64.0,not_applicable,not_applicable,strength,unilateral,strength;fat_loss;muscle;mobility;health,expert,very_high,dumbbells,home,chest,triceps;shoulders,horizontal_push,Prepare dumbbells and choose a space where the movement can be done without obstacles.,"Set up for chest press with dumbbells; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Increase load only when all reps are smooth and you can repeat the quality next session.",4-6 sets,3-8 reps,120-240,controlled,"Add 1 rep per set, add one set, reduce assistance, or add 2.5-5% load only after two clean sessions.","Reduce range, slow down, use support, remove load, or switch to a simpler related pattern.","advanced only; not for injury, pregnancy, children, beginners, or pain states",adult_content;form_first;progress_gradually,False,protein + carbohydrate meal within normal daily needs; hydrate,Pair with mobility for the primary muscles and avoid repeating high intensity on the same muscle group on consecutive days.,front_back,chest,chest,start setup | controlled horizontal_push lowering | stable end range | return to start,Single Side Dumbbells Chest Press exercise demonstration Creative Commons safe form,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_coach_review,EX01288,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
Low Impact Dumbbells Chest Press,Low Impact,general_adult,unisex,216,64.0,not_applicable,not_applicable,strength,low impact,strength;fat_loss;muscle;mobility;health,beginner,low,dumbbells,outdoor,chest,triceps;shoulders,horizontal_push,Prepare dumbbells and choose a space where the movement can be done without obstacles.,"Set up for chest press with dumbbells; brace gently, move through a pain-free range, control the return, breathe steadily, and stop before form breaks. Increase load only when all reps are smooth and you can repeat the quality next session.",2-3 sets,8-12 reps,60-90,controlled,"Add 1 rep per set, add one set, reduce assistance, or add 2.5-5% load only after two clean sessions.","Reduce range, slow down, use support, remove load, or switch to a simpler related pattern.","avoid pain, dizziness, numbness, joint instability, uncontrolled symptoms, or form breakdown",adult_content;form_first;progress_gradually,False,protein + carbohydrate meal within normal daily needs; hydrate,Pair with mobility for the primary muscles and avoid repeating high intensity on the same muscle group on consecutive days.,front_back,chest,chest,start setup | controlled horizontal_push lowering | stable end range | return to start,Low Impact Dumbbells Chest Press exercise demonstration Creative Commons safe form,,original_seed_content_no_scraped_text,app_owned_seed_text;media_placeholder,needs_coach_review,EX01289,v0.2-youtube-ai-import-2026-06-11,,,,,,,,,needs_manual_review,,,embed_only_do_not_download_or_rehost,true,coach_review_required;medical_review_for_pregnancy_children_baby_postpartum_conditions
